STN,YYYYMMDD,TG,TN,TX
  249,20010801,  163,  120,  207
  249,20010802,  198,  145,  246
  249,20010803,  185,  144,  212
  249,20010804,  170,  139,  201
  249,20010805,  160,  132,  196
  249,20010806,  171,  130,  202
  249,20010807,  177,  152,  210
  249,20010808,  162,  127,  195
  249,20010809,  148,  109,  183
  249,20010810,  141,   88,  182
  249,20010811,  156,   86,  199
  249,20010812,  167,  155,  178
  249,20010813,  186,  176,  198
  249,20010814,  210,  171,  263
  249,20010815,  239,  190,  307
  249,20010816,  189,  137,  223
  249,20010817,  172,  134,  216
  249,20010818,  187,  136,  231
  249,20010819,  194,  168,  234
  249,20010820,  173,  113,  216
  249,20010821,  172,  100,  231
  249,20010822,  199,  150,  257
  249,20010823,  213,  183,  268
  249,20010824,  223,  185,  279
  249,20010825,  243,  171,  303
  249,20010826,  214,  184,  254
  249,20010827,  158,   99,  195
  249,20010828,  142,   91,  190
  249,20010829,  145,   79,  198
  249,20010830,  162,  118,  196
  249,20010831,  155,  107,  189
  249,20010901,  149,  105,  190
  249,20010902,  161,  120,  193
  249,20010903,  154,  124,  175
  249,20010904,  139,  113,  165
  249,20010905,  143,  124,  173
  249,20010906,  154,  130,  191
  249,20010907,  152,  125,  171
  249,20010908,  126,   79,  167
  249,20010909,  130,  105,  157
  249,20010910,  128,  108,  156
  249,20010911,  136,  110,  155
  249,20010912,  153,  134,  177
  249,20010913,  128,   83,  166
  249,20010914,  124,   65,  176
  249,20010915,  129,   92,  160
  249,20010916,  106,   69,  153
  249,20010917,  120,   64,  157
  249,20010918,  114,   89,  135
  249,20010919,  117,  105,  127
  249,20010920,  125,  109,  151
  249,20010921,  126,   79,  169
  249,20010922,  130,   93,  159
  249,20010923,  126,  100,  157
  249,20010924,  128,  113,  164
  249,20010925,  111,   60,  159
  249,20010926,  126,   77,  171
  249,20010927,  152,  128,  178
  249,20010928,  168,  139,  206
  249,20010929,  151,  126,  178
  249,20010930,  165,  140,  191
  249,20011001,  170,  160,  182
  249,20011002,  158,  137,  196
  249,20011003,  153,  134,  175
  249,20011004,  145,  121,  171
  249,20011005,  141,  108,  182
  249,20011006,  157,  118,  196
  249,20011007,  152,  131,  176
  249,20011008,  146,  128,  171
  249,20011009,  140,  127,  162
  249,20011010,  139,   94,  160
  249,20011011,  157,  147,  180
  249,20011012,  148,  100,  195
  249,20011013,  167,  123,  229
  249,20011014,  164,  126,  209
  249,20011015,  165,  141,  195
  249,20011016,  134,   98,  170
  249,20011017,  145,  119,  171
  249,20011018,  151,  131,  185
  249,20011019,  154,  120,  173
  249,20011020,  155,  137,  182
  249,20011021,  142,  127,  155
  249,20011022,  125,   92,  139
  249,20011023,  128,   94,  138
  249,20011024,  122,   99,  151
  249,20011025,  128,   81,  162
  249,20011026,  127,  105,  153
  249,20011027,  130,   99,  158
  249,20011028,  107,   65,  150
  249,20011029,  127,   81,  143
  249,20011030,  164,  140,  190
  249,20011031,  118,   78,  157
  249,20011101,   89,   53,  133
  249,20011102,  102,   59,  143
  249,20011103,  110,   83,  135
  249,20011104,  108,   91,  121
  249,20011105,   81,   38,  111
  249,20011106,  107,   67,  135
  249,20011107,   88,   71,  106
  249,20011108,   61,   11,   99
  249,20011109,   28,  -11,   64
  249,20011110,   43,    3,   78
  249,20011111,   82,   50,  103
  249,20011112,   97,   67,  111
  249,20011113,   54,   28,   81
  249,20011114,   37,  -15,   79
  249,20011115,   36,  -32,   93
  249,20011116,   93,   79,  107
  249,20011117,   82,   69,  101
  249,20011118,   81,   67,  100
  249,20011119,   81,   63,  109
  249,20011120,   78,   34,  100
  249,20011121,  107,   90,  120
  249,20011122,   72,   31,  119
  249,20011123,   48,   20,   73
  249,20011124,   82,   49,  104
  249,20011125,  107,   79,  120
  249,20011126,   59,   24,   95
  249,20011127,   47,    5,   80
  249,20011128,   67,   41,   89
  249,20011129,   94,   66,  114
  249,20011130,  113,   94,  124
  249,20011201,  115,   68,  135
  249,20011202,   68,   28,   88
  249,20011203,   77,   65,   95
  249,20011204,   95,   81,  111
  249,20011205,   79,   36,  118
  249,20011206,   62,    6,  103
  249,20011207,   20,  -10,   75
  249,20011208,   28,    9,   48
  249,20011209,    5,  -19,   22
  249,20011210,   12,  -25,   54
  249,20011211,   31,   -2,   95
  249,20011212,   45,   26,   67
  249,20011213,   25,  -15,   47
  249,20011214,  -27,  -51,   -5
  249,20011215,    1,  -53,   32
  249,20011216,   -3,  -31,   23
  249,20011217,   27,   -5,   59
  249,20011218,   33,  -16,   62
  249,20011219,   48,   15,   67
  249,20011220,   21,  -20,   47
  249,20011221,   53,    5,   76
  249,20011222,    7,  -22,   37
  249,20011223,  -31,  -95,   10
  249,20011224,   64,    7,   85
  249,20011225,   52,   15,   84
  249,20011226,   16,   -3,   44
  249,20011227,   42,   -3,   70
  249,20011228,   63,   31,   82
  249,20011229,   10,  -19,   38
  249,20011230,   -6,  -46,   24
  249,20011231,   -3,  -55,   30
  249,20020101,   12,  -15,   35
  249,20020102,  -14,  -36,   14
  249,20020103,  -14,  -32,    6
  249,20020104,  -31,  -47,  -11
  249,20020105,  -15,  -52,   16
  249,20020106,   23,   12,   41
  249,20020107,   17,    1,   30
  249,20020108,   15,   -8,   26
  249,20020109,  -11,  -34,   13
  249,20020110,   -6,  -27,    6
  249,20020111,   24,   -3,   39
  249,20020112,   37,    6,   52
  249,20020113,   22,   -3,   52
  249,20020114,   35,   16,   47
  249,20020115,   42,   29,   56
  249,20020116,   44,    8,   72
  249,20020117,   58,   49,   71
  249,20020118,   48,   22,   72
  249,20020119,   69,   48,   85
  249,20020120,   80,   48,  100
  249,20020121,   97,   74,  109
  249,20020122,   73,   54,   90
  249,20020123,   71,   59,   88
  249,20020124,   78,   41,  101
  249,20020125,   48,    7,   97
  249,20020126,   96,   82,  113
  249,20020127,   89,   76,  113
  249,20020128,  103,   90,  127
  249,20020129,   95,   82,  109
  249,20020130,  101,   80,  119
  249,20020131,   82,   66,  105
  249,20020201,  106,   66,  136
  249,20020202,  116,   86,  146
  249,20020203,   95,   55,  122
  249,20020204,   81,   59,  104
  249,20020205,  104,   77,  122
  249,20020206,   76,   65,   83
  249,20020207,   56,   25,   82
  249,20020208,   98,   82,  113
  249,20020209,   97,   71,  112
  249,20020210,   82,   71,   98
  249,20020211,  107,   94,  115
  249,20020212,  101,   78,  114
  249,20020213,   64,   38,  103
  249,20020214,   24,  -18,   48
  249,20020215,    4,  -38,   45
  249,20020216,   11,  -28,   65
  249,20020217,   14,  -50,   72
  249,20020218,   59,   19,   81
  249,20020219,   64,   40,   84
  249,20020220,   65,   11,   93
  249,20020221,   37,    6,   64
  249,20020222,   72,   25,  111
  249,20020223,   39,    1,   58
  249,20020224,   35,   12,   64
  249,20020225,   61,   18,  100
  249,20020226,   98,   71,  114
  249,20020227,   61,   25,   83
  249,20020228,   58,   37,   83
  249,20020301,   31,  -24,   73
  249,20020302,   16,  -30,   69
  249,20020303,   50,   -4,   86
  249,20020304,   76,   52,   96
  249,20020305,   70,   48,  100
  249,20020306,   85,   63,  108
  249,20020307,   89,   58,  111
  249,20020308,   80,   27,  114
  249,20020309,   76,   40,  108
  249,20020310,   78,   27,  111
  249,20020311,  100,   61,  125
  249,20020312,   89,   50,  136
  249,20020313,   50,    8,   69
  249,20020314,   46,   11,   76
  249,20020315,   37,   15,   54
  249,20020316,   91,   54,  147
  249,20020317,   89,   63,  134
  249,20020318,   94,   62,  120
  249,20020319,   83,   69,  105
  249,20020320,   90,   78,  108
  249,20020321,   99,   64,  130
  249,20020322,   63,   21,   90
  249,20020323,   53,   20,   91
  249,20020324,   34,    0,   72
  249,20020325,   41,    5,   76
  249,20020326,   58,   34,   77
  249,20020327,   46,   -4,   98
  249,20020328,   64,   -9,  117
  249,20020329,   81,   28,  144
  249,20020330,   88,   17,  155
  249,20020331,   95,   39,  159
  249,20020401,  115,   83,  156
  249,20020402,  137,   88,  194
  249,20020403,  134,   97,  181
  249,20020404,  108,   73,  157
  249,20020405,   88,   47,  131
  249,20020406,   48,    3,  102
  249,20020407,   48,  -24,  108
  249,20020408,   66,  -18,  133
  249,20020409,   55,    8,   87
  249,20020410,   66,   15,  119
  249,20020411,   70,   13,  122
  249,20020412,   72,    4,  118
  249,20020413,   64,    8,  101
  249,20020414,   71,   29,  107
  249,20020415,   70,   62,   76
  249,20020416,   82,   69,  101
  249,20020417,   79,   32,  114
  249,20020418,   71,   19,  117
  249,20020419,   73,   11,  125
  249,20020420,   85,   33,  119
  249,20020421,   89,   13,  157
  249,20020422,  134,   76,  182
  249,20020423,  116,   68,  155
  249,20020424,  125,   57,  189
  249,20020425,   92,   37,  145
  249,20020426,   86,   56,  126
  249,20020427,   82,   55,  109
  249,20020428,   97,   72,  136
  249,20020429,   91,   49,  126
  249,20020430,  104,   82,  134
  249,20020501,   97,   48,  126
  249,20020502,  100,   68,  141
  249,20020503,   94,   66,  125
  249,20020504,   86,   72,  108
  249,20020505,   89,   71,  106
  249,20020506,  109,   68,  138
  249,20020507,  124,   89,  167
  249,20020508,  111,   72,  158
  249,20020509,  157,  105,  233
  249,20020510,  129,   99,  179
  249,20020511,  113,  100,  135
  249,20020512,  114,   66,  157
  249,20020513,  161,   85,  209
  249,20020514,  131,  100,  169
  249,20020515,  131,   85,  172
  249,20020516,  144,   71,  213
  249,20020517,  138,   62,  192
  249,20020518,  132,  105,  164
  249,20020519,  139,  101,  179
  249,20020520,  167,  101,  222
  249,20020521,  186,  151,  243
  249,20020522,  159,  136,  187
  249,20020523,  142,   91,  180
  249,20020524,  128,   89,  160
  249,20020525,  130,   95,  163
  249,20020526,  120,   91,  161
  249,20020527,  126,   89,  178
  249,20020528,  144,   79,  193
  249,20020529,  128,   99,  158
  249,20020530,  133,  100,  166
  249,20020531,  125,   61,  162
  249,20020601,  128,   43,  178
  249,20020602,  174,  115,  224
  249,20020603,  176,  129,  240
  249,20020604,  170,  122,  215
  249,20020605,  196,  159,  241
  249,20020606,  161,  139,  194
  249,20020607,  151,  133,  174
  249,20020608,  160,  108,  193
  249,20020609,  160,  121,  207
  249,20020610,  140,  110,  170
  249,20020611,  133,   96,  168
  249,20020612,  139,   96,  177
  249,20020613,  140,  112,  162
  249,20020614,  177,  132,  217
  249,20020615,  169,  145,  191
  249,20020616,  167,  133,  198
  249,20020617,  236,  154,  304
  249,20020618,  197,  129,  284
  249,20020619,  173,  124,  218
  249,20020620,  151,  132,  165
  249,20020621,  150,  107,  197
  249,20020622,  163,  136,  194
  249,20020623,  155,  124,  184
  249,20020624,  154,  111,  197
  249,20020625,  166,  111,  215
  249,20020626,  168,  102,  216
  249,20020627,  143,  114,  173
  249,20020628,  133,  107,  166
  249,20020629,  143,   75,  184
  249,20020630,  153,  120,  174
  249,20020701,  139,  124,  148
  249,20020702,  144,  117,  175
  249,20020703,  141,  121,  168
  249,20020704,  153,  125,  182
  249,20020705,  146,  125,  174
  249,20020706,  153,  120,  188
  249,20020707,  154,  121,  181
  249,20020708,  180,  131,  227
  249,20020709,  185,  146,  241
  249,20020710,  153,  125,  172
  249,20020711,  152,  110,  190
  249,20020712,  159,  103,  203
  249,20020713,  175,  144,  214
  249,20020714,  179,  145,  216
  249,20020715,  185,  146,  225
  249,20020716,  188,  145,  233
  249,20020717,  171,  127,  214
  249,20020718,  151,  112,  186
  249,20020719,  149,   95,  188
  249,20020720,  152,   75,  206
  249,20020721,  152,  125,  179
  249,20020722,  160,  134,  183
  249,20020723,  170,  148,  195
  249,20020724,  158,  114,  190
  249,20020725,  158,  114,  185
  249,20020726,  185,  152,  218
  249,20020727,  199,  143,  254
  249,20020728,  226,  166,  285
  249,20020729,  235,  168,  293
  249,20020730,  236,  163,  314
  249,20020731,  211,  182,  261
  249,20020801,  169,  140,  189
  249,20020802,  187,  121,  231
  249,20020803,  163,  129,  193
  249,20020804,  175,  137,  222
  249,20020805,  168,  137,  200
  249,20020806,  175,  149,  218
  249,20020807,  180,  122,  229
  249,20020808,  181,  146,  218
  249,20020809,  187,  148,  223
  249,20020810,  183,  155,  203
  249,20020811,  177,  140,  203
  249,20020812,  171,  126,  215
  249,20020813,  174,  117,  215
  249,20020814,  199,  157,  252
  249,20020815,  218,  172,  256
  249,20020816,  219,  163,  267
  249,20020817,  228,  152,  273
  249,20020818,  234,  185,  275
  249,20020819,  218,  177,  256
  249,20020820,  187,  163,  228
  249,20020821,  178,  162,  215
  249,20020822,  159,  107,  192
  249,20020823,  160,   99,  205
  249,20020824,  165,  130,  190
  249,20020825,  167,  121,  208
  249,20020826,  176,  102,  219
  249,20020827,  199,  179,  225
  249,20020828,  188,  135,  227
  249,20020829,  178,  129,  226
  249,20020830,  193,  162,  226
  249,20020831,  170,  118,  201
  249,20020901,  147,   91,  203
  249,20020902,  157,   91,  212
  249,20020903,  171,  125,  227
  249,20020904,  153,   96,  215
  249,20020905,  162,   83,  220
  249,20020906,  175,  152,  215
  249,20020907,  171,  149,  213
  249,20020908,  174,  144,  221
  249,20020909,  184,  134,  243
  249,20020910,  151,  125,  185
  249,20020911,  169,  132,  194
  249,20020912,  161,  115,  212
  249,20020913,  161,   88,  212
  249,20020914,  164,  143,  191
  249,20020915,  147,   96,  202
  249,20020916,  137,   80,  189
  249,20020917,  147,  126,  173
  249,20020918,  145,  128,  168
  249,20020919,  147,  130,  172
  249,20020920,  146,  113,  192
  249,20020921,  136,  102,  175
  249,20020922,  130,   94,  165
  249,20020923,  120,   84,  153
  249,20020924,  106,   49,  150
  249,20020925,  136,   87,  173
  249,20020926,  124,   96,  160
  249,20020927,  115,   71,  173
  249,20020928,  132,   76,  187
  249,20020929,  131,   74,  179
  249,20020930,  128,   77,  180
  249,20021001,  121,   69,  178
  249,20021002,  135,   76,  188
  249,20021003,  139,   79,  177
  249,20021004,  116,   67,  177
  249,20021005,  137,   86,  159
  249,20021006,  106,   36,  135
  249,20021007,   97,   42,  146
  249,20021008,   75,   37,   99
  249,20021009,   95,   67,  130
  249,20021010,   81,   56,  116
  249,20021011,   69,   36,   99
  249,20021012,   57,   38,   72
  249,20021013,   68,   55,   82
  249,20021014,   73,   62,   95
  249,20021015,   80,   61,   97
  249,20021016,  121,   97,  132
  249,20021017,   93,   65,  124
  249,20021018,   68,   22,   96
  249,20021019,   63,   22,  109
  249,20021020,   74,   43,  111
  249,20021021,   92,   65,  136
  249,20021022,  129,  100,  149
  249,20021023,  100,   47,  140
  249,20021024,   80,   50,  113
  249,20021025,  119,   89,  137
  249,20021026,  103,   67,  119
  249,20021027,  113,   89,  153
  249,20021028,   91,   60,  122
  249,20021029,   80,   53,   95
  249,20021030,   64,   15,  110
  249,20021031,   51,    4,  121
  249,20021101,   88,   -8,  128
  249,20021102,  119,   93,  152
  249,20021103,  109,   78,  140
  249,20021104,   83,   37,  135
